檢體名稱,餐廳名稱,抽驗地點,檢驗結果,不符合規定原因,來源年份,來源縣市,經度,緯度
桂圓核桃蛋糕,新北市新店區店家,新北市新店區復興路111號,合格,己二烯酸未檢出苯甲酸未檢出丙酸及其鹽類未檢出去水醋酸未檢出,107,新北市,121.534172036468,24.987778000062
丹麥蜂蜜年輪,新北市新店區店家,新北市新店區復興路111號,合格,去水醋酸未檢出丙酸及其鹽類未檢出己二烯酸未檢出苯甲酸未檢出,107,新北市,121.534172036468,24.987778000062
思念Q餅,新北市新店區店家,新北市新店區中正路501之8號1樓,合格,己二烯酸未檢出苯甲酸未檢出去水醋酸未檢出丙酸及其鹽類未檢出,107,新北市,121.533580106466,24.983617181416
奶油酥餅,奶油,新北市新莊區中正路721巷3號1、2樓,合格,去水醋酸未檢出丙酸及其鹽類未檢出己二烯酸未檢出苯甲酸未檢出,107,新北市,121.423785975866,25.02871701728
太陽餅,新北市新莊區店家,新北市新莊區中正路721巷3號1、2樓,合格,去水醋酸未檢出丙酸及其鹽類未檢出己二烯酸未檢出苯甲酸未檢出,107,新北市,121.423785975866,25.02871701728
鳳梨酥,鳳梨酥,新北市五股區成泰路1段87號,合格,去水醋酸未檢出丙酸及其鹽類未檢出己二烯酸未檢出苯甲酸未檢出,107,新北市,121.435018480492,25.06879190219
牛奶太陽餅,牛奶,新北市五股區成泰路1段87號,合格,己二烯酸未檢出苯甲酸未檢出去水醋酸未檢出丙酸及其鹽類未檢出,107,新北市,121.435018480492,25.06879190219
起司土司,起司,新北市板橋區中正路332號地下室之7,合格,去水醋酸未檢出丙酸及其鹽類未檢出己二烯酸未檢出苯甲酸未檢出,107,新北市,121.454358213327,25.022153819456
葡萄餐包,葡萄,新北市板橋區中正路332號地下室之7,合格,己二烯酸未檢出苯甲酸未檢出去水醋酸未檢出丙酸及其鹽類未檢出,107,新北市,121.454358213327,25.022153819456
帕里尼,桃園市桃園區店家,桃園市桃園區龍壽街206-1號,合格,去水醋酸未檢出丙酸及其鹽類未檢出己二烯酸未檢出苯甲酸未檢出,107,新北市,121.268269988367,24.986559983802
原味貝果,桃園市桃園區店家,桃園市桃園區龍壽街206-1號,合格,去水醋酸未檢出丙酸及其鹽類未檢出己二烯酸未檢出苯甲酸未檢出,107,新北市,121.268269988367,24.986559983802
蜜梅鬆糕(奶素),臺北市士林區店家,臺北市士林區文林路546號,合格,去水醋酸未檢出己二烯酸未檢出苯甲酸未檢出丙酸及其鹽類未檢出,107,新北市,121.52409363609,25.09741911902
烏沙核桃碎蛋切片(葷),臺北市士林區店家,臺北市士林區文林路546號,合格,去水醋酸未檢出丙酸及其鹽類未檢出己二烯酸未檢出苯甲酸未檢出,107,新北市,121.52409363609,25.09741911902
義式香草醬起司麵包,新北市汐止區店家,新北市汐止區康寧街161號4樓,合格,去水醋酸未檢出丙酸及其鹽類未檢出己二烯酸未檢出苯甲酸未檢出,107,新北市,121.622344964008,25.067125998934
咖啡煉乳核桃,咖啡,新北市汐止區康寧街161號4樓,合格,去水醋酸未檢出丙酸及其鹽類未檢出己二烯酸未檢出苯甲酸未檢出,107,新北市,121.622344964008,25.067125998934
塔塔醬德式燻腸堡,新北市汐止區店家,新北市汐止區康寧街161號4樓,合格,去水醋酸未檢出丙酸及其鹽類未檢出己二烯酸未檢出苯甲酸未檢出,107,新北市,121.622344964008,25.067125998934
酥菠蘿,新北市中和區店家,新北市中和區員山路261號,合格,己二烯酸未檢出苯甲酸未檢出去水醋酸未檢出丙酸及其鹽類未檢出,107,新北市,121.481160019283,24.999066998716
菠蘿麵包,新北市中和區店家,新北市中和區員山路261號,合格,去水醋酸未檢出丙酸及其鹽類未檢出己二烯酸未檢出苯甲酸未檢出,107,新北市,121.481160019283,24.999066998716
椰子麵包,新北市中和區店家,新北市中和區中板路18巷1弄36號,合格,去水醋酸未檢出丙酸及其鹽類未檢出己二烯酸未檢出苯甲酸未檢出,107,新北市,121.483194558641,25.012781301054
螺旋卷麵包,新北市中和區店家,新北市中和區中板路18巷1弄36號,合格,苯甲酸未檢出去水醋酸未檢出丙酸及其鹽類未檢出己二烯酸未檢出,107,新北市,121.483194558641,25.012781301054
綜合堅果麵包,綜合,新北市淡水區民族路8號,合格,己二烯酸未檢出苯甲酸未檢出去水醋酸未檢出丙酸及其鹽類未檢出,107,新北市,121.46039603346,25.136787996225
丹尼麵包,新北市淡水區店家,新北市淡水區民族路8號,合格,己二烯酸未檢出苯甲酸未檢出去水醋酸未檢出丙酸及其鹽類未檢出,107,新北市,121.46039603346,25.136787996225
拜拜蛋糕,新北市淡水區店家,新北市淡水區民生路48號,合格,己二烯酸未檢出苯甲酸未檢出去水醋酸未檢出丙酸及其鹽類未檢出,107,新北市,121.461733030836,25.137735989475
義美綠豆潤(6入),義美,桃園市蘆竹區南工路1段11號,合格,去水醋酸未檢出丙酸及其鹽類未檢出己二烯酸未檢出苯甲酸未檢出,107,新北市,121.278934367597,25.060315283509
元首鳳梨酥禮盒6入(蛋奶素),臺北市中正區店家,臺北市中正區博愛路99號,合格,去水醋酸未檢出丙酸及其鹽類未檢出己二烯酸未檢出苯甲酸未檢出,107,新北市,121.511605690006,25.043004138881
新東陽精緻鳳梨酥(蛋奶素),桃園市大園區店家,桃園市大園區大工路11號,合格,丙酸及其鹽類未檢出去水醋酸未檢出己二烯酸未檢出苯甲酸未檢出,107,新北市,121.180315996139,25.065559002136
白豆沙餅,新北市板橋區店家,新北市板橋區南門街58號,合格,去水醋酸未檢出丙酸及其鹽類未檢出苯甲酸未檢出己二烯酸未檢出,107,新北市,121.456830539488,25.008086303718
白吐司(薄),新北市蘆洲區店家,新北市蘆洲區長安街31號,合格,去水醋酸未檢出丙酸及其鹽類未檢出己二烯酸未檢出苯甲酸未檢出,107,新北市,121.463694982912,25.079281979743
白吐司,新北市樹林區店家,新北市樹林區新興街37巷9號2-3樓,合格,去水醋酸未檢出丙酸及其鹽類未檢出己二烯酸未檢出苯甲酸未檢出,107,新北市,121.4020180895,24.972569120569
原味牛角,新北市樹林區店家,新北市樹林區新興街37巷9號2-3樓,合格,己二烯酸未檢出苯甲酸未檢出去水醋酸未檢出丙酸及其鹽類未檢出,107,新北市,121.4020180895,24.972569120569
筊白筍,南投縣埔里鎮店家,南投縣埔里鎮珠格里珠生路63號,不合格,農藥多重殘留分析(380項)-亞賜圃 0.02ppm(標準：不得檢出),110,新北市,120.961323520616,23.944593320575
金針菇,彰化縣芳苑鄉店家,彰化縣芳苑鄉新復路 2段489 號,合格,農藥多重殘留分析(380項),110,新北市,120.331381146126,23.894414137741
蘑菇大師金針菇,臺北市松山區店家,臺北市松山區敦化北路 102號7F,合格,,110,新北市,121.548440801701,25.053343551724
特選柚香檸檬,屏東縣里港鄉店家,屏東縣里港鄉載興村1之25號,合格,二硫代胺基甲酸鹽類農藥多重殘留分析(380項),110,新北市,120.533644,22.783142
芭樂,芭樂,新北市中和區連城路 194巷49號,合格,,110,新北市,121.498506032628,25.001882396174
低甜韓式錶花專用白豆沙,新北市淡水區店家,新北市淡水區下圭柔山119-12號,合格,己二烯酸苯甲酸去水醋酸,110,新北市,121.45367,25.20547
紅油豆沙(進口紅油),台中市神岡區店家,台中市神岡區堤南路 28號,合格,,110,新北市,120.702984212294,24.278981217313
奶油烏豆沙,奶油,桃園市蘆竹區南山路2段394巷4-1號,合格,,110,新北市,121.286297366622,25.070407514028
紅豆粒餡,紅豆,桃園市平鎮區快速路2段616巷6 號,合格,,110,新北市,121.226359965214,24.917530195531
棗泥餡,桃園市蘆竹區店家,桃園市蘆竹區南山路2段394巷4-1號,合格,,110,新北市,121.286297366622,25.070407514028
鴛鴦餅,新北市中和區店家,新北市中和區永和路458巷1弄19 號,合格,己二烯酸苯甲酸去水醋酸蘇丹色素一號蘇丹色素二號蘇丹色素三號蘇丹色素四號,110,新北市,121.497704515512,25.005132541254
烏豆沙蛋黃酥,新北市板橋區店家,新北市板橋區南門街 58號,合格,己二烯酸苯甲酸去水醋酸蘇丹色素一號蘇丹色素二號蘇丹色素三號蘇丹色素四號,110,新北市,121.456830539488,25.008086303718
鹹蛋黃,鹹蛋,新北市新店區安民街251巷1號1F,合格,,110,新北市,121.516672142895,24.973058380394
蛋黃酥,蛋黃,新北市新店區民族路 65號,合格,,110,新北市,121.539751031222,24.978304982641
鹹蛋黃,鹹蛋,新北市新店區中正路 501-11號,合格,,110,新北市,121.533283973827,24.983669987406
烏豆沙蛋黃酥,新北市中和區店家,新北市中和區興南路 1段91之2 號,合格,,110,新北市,121.5008581,24.998512
鹹蛋黃20入,鹹蛋,桃園市平鎮區快速路2段616巷6 號,合格,己二烯酸苯甲酸去水醋酸蘇丹色素一號蘇丹色素二號蘇丹色素三號蘇丹色素四號,110,新北市,121.226359965214,24.917530195531
鹹蛋黃,鹹蛋,臺北市北投區芝行路2巷8號,合格,,110,新北市,121.5026806,25.1323027
鹹蛋仁,鹹蛋,新北市新莊區中正路 513號,合格,,110,新北市,121.440198999569,25.033310006854
烏豆沙蛋黃酥,新北市土城區店家,新北市土城區中央路1段166號,合格,,110,新北市,121.44572627798,24.986845597153
萬家香醃烤肉醬,萬家香,屏東縣內埔鄉中林村大同路5段88 號,合格,己二烯酸苯甲酸去水醋酸糖精(Saccharin)環己基(代)磺醯胺酸(cyclamate)甘精(dulcin)醋磺內酯鉀(Acesulfamepotassium),110,新北市,120.596013962057,22.661839561429
愛之味東大門名家燒烤醬(KOREAN BBQSAUCE),嘉義縣民雄鄉店家,嘉義縣民雄鄉興南村工業二路11 號,合格,,110,新北市,120.43105791595,23.521853055553
日式照燒烤肉醬,臺北市信義區店家,臺北市信義區忠孝東路4段560 號12號,合格,,110,新北市,121.563890996186,25.040984016397
金龍完熟甘口烤肉醬,臺北市北投區店家,臺北市北投區大東路136號5樓,合格,,110,新北市,121.525512608479,25.091872101227
金蘭烤肉醬,金蘭,桃園市大溪區介壽路 236號,合格,,110,新北市,121.308108322526,24.982546449642
味全烤肉醬.辣味,台中市霧峰區店家,台中市霧峰區萬豐里中正路266 號,合格,己二烯酸苯甲酸去水醋酸糖精(Saccharin)環己基(代)磺醯胺酸(cyclamate)甘精(dulcin)醋磺內酯鉀(Acesulfamepotassium),110,新北市,120.693627548235,24.03663734298
壽喜燒,嘉義縣民雄鄉店家,嘉義縣民雄鄉民雄工業區中正路 36號,合格,,110,新北市,120.455606589306,23.519799305834
香檬壽喜燒醬,臺北市松山區店家,臺北市松山區忠孝東路 3段10巷 1號,合格,,110,新北市,121.5768018,25.0497252
健康廚房蒜香風味烤肉醬,健康,台中市霧峰區中正路 266號,合格,,110,新北市,120.694130994703,24.035179984772
義美BBQ燒烤醬,義美,臺北市松山區信義路二段 88號10 樓,合格,,110,新北市,121.526880618896,25.033967860525
甜不辣-長條,甜不,新北市蘆洲區復興路 410巷11號,合格,己二烯酸苯甲酸去水醋酸順丁烯二酸與順丁烯二酸酐總量,110,新北市,121.487691030599,25.092231014321
甜不辣-圓,甜不,新北市蘆洲區復興路 410巷11號,合格,,110,新北市,121.487691030599,25.092231014321
日式天婦羅條,桃園市大園區店家,桃園市大園區田心里 4鄰玖腳4-1號,合格,,110,新北市,121.1954452,25.063879
甜不辣,甜不,台南市南區新孝路 186號,合格,,110,新北市,120.183484414678,22.978594905221
基隆手工天婦羅條,基隆,新北市五股區五工六路 35號,合格,,110,新北市,121.447377932001,25.063950389188
甜不辣,甜不,臺北市萬華區台北環南市場攤商,合格,,110,新北市,121.4998912,25.0348867
魚漿煉製品(燒一番),基隆市七堵區店家,基隆市七堵區自強路 102號,合格,己二烯酸苯甲酸去水醋酸順丁烯二酸與順丁烯二酸酐總量,110,新北市,121.712973034807,25.110189996245
甜不辣,甜不,基隆市暖暖區興隆路,合格,,110,新北市,121.7358398,25.1001018
日式甜不辣,新北市五股區店家,新北市五股區民義路 1段247-9號,合格,,110,新北市,121.4693072,25.0817761
基隆天婦羅,基隆,新北市瑞芳區下埔路有勝二村21 號,合格,,110,新北市,121.8098925,25.1088197
黑輪,雲林縣虎尾鎮店家,雲林縣虎尾鎮廉便里 1701號,合格,,110,新北市,120.4448541,23.708355
小紅莓,雲林縣斗南鎮店家,雲林縣斗南鎮德業路 14號,合格,己二烯酸苯甲酸去水醋酸硼酸及其鹽類,110,新北市,120.477100387438,23.694584911547
花枝丸,花枝,彰化縣伸港鄉全興工業區工業一路 39號,合格,,110,新北市,120.4862745,24.1600121
喜琵鷥嚴選虱目魚丸,臺北市大同區店家,臺北市大同區承德路 1段44號6F,合格,,110,新北市,121.5153661,25.0660564
虱目魚丸,臺北市萬華區店家,臺北市萬華區台北環南市場攤商,合格,,110,新北市,121.4998912,25.0348867
松本成形魚板,基隆市七堵區店家,基隆市七堵區自強路 102號,合格,,110,新北市,121.712973034807,25.110189996245
原味香腸,台中市南區店家,台中市南區大墩六街 410號,合格,亞硝酸鹽,110,新北市,120.643914677503,24.143054701455
蒜味香腸(台式),蒜味,台南市柳營區人和里義士路五段 690號,合格,,110,新北市,120.314418124181,23.292018279104
香腸,新北市板橋區店家,新北市板橋區福德街2巷4號,合格,,110,新北市,121.455978016116,25.009317018562
香腸,新北市金山區店家,新北市金山區中山路 188號,合格,,110,新北市,121.63812004106,25.221469986821
DHA原味香腸,桃園市大園區店家,桃園市大園區大工路 11號,合格,,110,新北市,121.180315996139,25.065559002136
極鮮特選鳳尾蝦仁,台南市永康區店家,台南市永康區中正二街 380號,合格,硝基呋喃代謝物(4項)孔雀綠(2項)氯黴素類抗生素(4項)四環黴素類(7項)動物用藥多重殘留(48項)抗生素及其代謝物多重殘留分析-畜禽水產品(16項),110,新北市,120.237614661566,23.031620417271
CP 鮮凍大白蝦30/40,臺北市中山區店家,臺北市中山區松江路87號17樓,合格,,110,新北市,121.533203591375,25.050448945281
雲林口湖鮮採文蛤(大),雲林縣口湖鄉店家,雲林縣口湖鄉民主 39-6號,合格,,110,新北市,120.1853428,23.582889
南美特大白蝦30/40,嘉義縣布袋鎮店家,嘉義縣布袋鎮上海路 171號,合格,,110,新北市,120.162519263179,23.379116185652
冷凍草蝦,嘉義縣民雄鄉店家,嘉義縣民雄鄉工業區中正路28號,合格,,110,新北市,120.430129962242,23.558945014867
文蛤,臺北市萬華區店家,臺北市萬華區長順街44號1F,合格,,110,新北市,121.489387443983,25.031981978115
喜琵鷥/無膨發白蝦仁,臺北市大同區店家,臺北市大同區承德路 1段44號6F,合格,硝基呋喃代謝物(4項)孔雀綠(2項)氯黴素類抗生素(4項)四環黴素類(7項)動物用藥多重殘留(48項)抗生素及其代謝物多重殘留分析-畜禽水產品(16項),110,新北市,121.5153661,25.0660564
大文蛤8分,新北市中和區店家,新北市中和區連城路 114號,合格,,110,新北市,121.496151136931,24.999672507401
大文蛤,新北市中和區店家,新北市中和區連城路 114號,合格,,110,新北市,121.496151136931,24.999672507401
東寶黑豬腰內肉,屏東縣內埔鄉店家,屏東縣內埔鄉和興村和興路194 號,合格,硝基呋喃代謝物(4項)氯黴素類抗生素(4項)動物用藥多重殘留(48項)乙型受體素類(β-agonist)(21項),110,新北市,120.567710478624,22.603105900188
牛肉,牛肉,臺北市萬華區環河南路 2段環南市場獸肉區138 號,合格,,110,新北市,121.4998912,25.0348867
里肌肉,新北市樹林區店家,新北市樹林區俊安街 43號,合格,,110,新北市,121.420258116638,25.012775685178
五花肉片,新北市板橋區店家,新北市板橋區干城路 142號,合格,,110,新北市,121.459600339392,24.993385996201
美國牛梅花火鍋片,新北市板橋區店家,新北市板橋區干城路 142號,合格,氯黴素類抗生素(4項)動物用藥多重殘留(48項)乙型受體素類(β-agonist)(21項),110,新北市,121.459600339392,24.993385996201
澳洲穀飼牛五花火鍋片,新北市汐止區店家,新北市汐止區湖前街 110巷97弄24號B1-6,合格,,110,新北市,121.630137141495,25.077815183417
美板腱,台中市西屯區店家,台中市西屯區工業二路 3號,合格,,110,新北市,120.716842012814,24.096205017574
美國嫩肩骰子牛肉,基隆市七堵區店家,基隆市七堵區工建南路 23號,合格,,110,新北市,121.703376426223,25.083415515294
舒康雞-雞胸絞肉,舒康雞,台南市永康區中正一街 26號,合格,氯黴素類抗生素(4項)四環黴素類(7項)動物用藥多重殘留(48項)乙型受體素類(β-agonist)(21項,110,新北市,120.246107038225,23.033996980187
去皮清肉(雞肉),臺北市南港區店家,臺北市南港區忠孝東路 7段587 號1F,合格,氯黴素類抗生素(4項)四環黴素類(7項)動物用藥多重殘留(48項)乙型受體素類(β-agonist)(21項),110,新北市,121.6068286,25.0546698
冷藏肉綠野雞中翅,桃園市桃園區店家,桃園市桃園區永安路 1063號,合格,,110,新北市,121.282874784098,25.0095942081
冷藏皇金土雞切塊,台南市柳營區店家,台南市柳營區長榮路6段513號,合格,,110,新北市,120.310952291037,23.269431816074
豬肉火鍋片,豬肉,新北市泰山區楓江路 46巷81-2號,合格,,110,新北市,121.437170031218,25.059044000255
豬腿肉,基隆市七堵區店家,基隆市七堵區工建南路 23號,合格,,110,新北市,121.703376426223,25.083415515294
台灣去皮雞胸清肉,新北市三重區店家,新北市三重區中正北路 530巷18 號,合格,,110,新北市,121.471876661428,25.070858793952
6 吋植織圓盤8入,臺北市士林區店家,臺北市士林區通河西路 2段108巷2弄9號1樓,合格,材質試驗-螢光增白劑耐熱溫度標示符合性溶出試驗-蒸發殘渣,110,新北市,121.5198273,25.0928568
750湯杯組,高雄市田寮區店家,高雄市田寮區西德里(路)44-1號,合格,,110,新北市,120.361335,22.88251
漿塑 10吋紙盤,新北市新莊區店家,新北市新莊區福營路 125巷35號,合格,,110,新北市,121.434060596597,25.030379400137
植物纖維圓盤,臺北市大同區店家,臺北市大同區西寧北路 116號1 樓,合格,,110,新北市,121.508910999698,25.056259288066
Dixie 高級免洗碗,高雄市前鎮店家,高雄市前鎮區中華路 656號,合格,,110,新北市,120.484749772688,22.882477876046
小龍鳳盤,彰化縣芳苑鄉店家,彰化縣芳苑鄉工業路 11號,合格,耐熱溫度標示符合性溶出試驗-蒸發殘渣,110,新北市,120.351118035778,23.9142170101
原味液(醬油),臺北市大同區店家,臺北市大同區哈密街 50之3號,合格,3-單氯丙二醇己二烯酸苯甲酸去水醋酸糖精(Saccharin)環己基(代)磺醯胺酸(cyclamate)甘精(dulcin)醋磺內酯鉀(Acesulfamepotassium),110,新北市,121.518429620848,25.073635957707
屏大薄鹽醬油,屏東縣內埔鄉店家,屏東縣內埔鄉中正路 456號,合格,,110,新北市,120.540607972322,22.635644014289
婦友純釀造醬油,雲林縣大埤鄉店家,雲林縣大埤鄉豐田路 14號,合格,,110,新北市,120.466590486684,23.633588712492
大同釀造醬油,雲林縣斗六市店家,雲林縣斗六市工二路 39號,合格,,110,新北市,120.5275761,23.6974698
龜甲萬甘醇醬油(釀造),龜甲萬,台南市永康區中正路 301號,合格,,110,新北市,120.244271988163,23.033431998004
錫蘭紅茶(茶包),新北市土城區店家,新北市土城區工業區復興街5號,合格,二硫代胺基甲酸鹽類未檢出農藥多重殘留分析(373項)未檢出,107,新北市,121.426483775222,24.967947297249
鳳梨風味椰條,鳳梨,新北市土城區工業區復興街5號,合格,大腸桿菌陰性大腸桿菌群陰性,107,新北市,121.426483775222,24.967947297249
食用冰塊,新北市淡水區店家,新北市淡水區北新路182巷28號,合格,大腸桿菌群陰性生菌數<10大腸桿菌陰性,107,新北市,121.448683497239,25.177893310402
食用冰塊,新北市新店區店家,新北市新店區二十張路40之1號1樓,合格,大腸桿菌陰性大腸桿菌群陰性生菌數<10,107,新北市,121.537923021958,24.981455991502
食用冰塊,新北市樹林區店家,新北市樹林區博愛一街19號,合格,大腸桿菌陰性生菌數<10大腸桿菌群陰性,107,新北市,121.42551700651,24.991101005576
芋頭紅豆冰,芋頭,新北市土城區學府路1段262號,合格,生菌數95大腸桿菌陰性大腸桿菌群陰性,107,新北市,121.451149034058,24.984424987335
食用冰塊,新北市三重區店家,新北市三重區正義北路251號,合格,生菌數<10大腸桿菌陰性大腸桿菌群陰性,107,新北市,121.495722989317,25.069618986486
食用冰塊,新北市汐止區店家,新北市汐止區中興路179之1號,合格,生菌數<10大腸桿菌陰性大腸桿菌群陰性,107,新北市,121.630629412528,25.066601713797
黑咖啡,新北市板橋區店家,新北市板橋區三民路2段67號,合格,咖啡因52.0 ( mg/100ml ),107,新北市,121.479486991409,25.017044001733
食用冰塊,新北市板橋區店家,新北市板橋區中山路2段114號,合格,生菌數<10大腸桿菌陰性大腸桿菌群陰性,107,新北市,121.476048986184,25.016623020646
愛戀巧克力,新北市中和區店家,新北市中和區中山路3段122號B2樓,合格,生菌數380大腸桿菌群3.6大腸桿菌陰性,107,新北市,121.475688899623,25.006077203437
青草茶,新北市土城區店家,新北市土城區中華路1段142號之2,合格,生菌數15大腸桿菌陰性大腸桿菌群陰性,107,新北市,121.443191003726,24.985792997752
菊花茶,新竹市東區店家,新竹市東區中隘75-10號,合格,二硫代胺基甲酸鹽類未檢出農藥多重殘留分析(373項)未檢出,107,新北市,120.9735169,24.8051258
TOGO春之茶(烏龍茶),新竹市東區店家,新竹市東區中隘75-10號,合格,克凡派(Chlorfenapyr)0.11二硫代胺基甲酸鹽類未檢出脫芬瑞(Tolfenpyrad)0.17農藥多重殘留分析(373項)檢出細項陶斯松(Chlorpyrifos)0.06,107,新北市,120.9735169,24.8051258
青草茶,新北市蘆洲區店家,新北市蘆洲區中央路6號,合格,生菌數400大腸桿菌陰性大腸桿菌群陰性,107,新北市,121.473450009466,25.082404993047
青草原料,雲林縣斗六市店家,雲林縣斗六市石榴路351號,合格,二硫代胺基甲酸鹽類未檢出農藥多重殘留分析(373項)未檢出,107,新北市,120.590752959526,23.72921700763
食用冰塊,新北市中和區店家,新北市中和區興南路1段99號,合格,生菌數<10大腸桿菌群陰性大腸桿菌陰性,107,新北市,121.50957098301,24.988391010551
黑咖啡,新北市中和區店家,新北市中和區景平路598號,合格,咖啡因30.4 ( mg/100ml ),107,新北市,121.500955979107,24.996420999522
格蘭紅茶,新北市新莊區店家,新北市新莊區建國一路24號,合格,二硫代胺基甲酸鹽類未檢出農藥多重殘留分析(373項)未檢出,107,新北市,121.433771169481,25.031722516302
美式咖啡,新北市三重區店家,新北市三重區三信路4段388之2號,合格,咖啡因53.7 ( mg/100ml ),107,新北市,121.489044021437,25.087078827621
鐵觀音,台中市西屯區店家,台中市西屯區協和里工業區35路60號,合格,二硫代胺基甲酸鹽類未檢出百滅寧(Permethrin)0.40芬普寧(Fenpropathrin)0.07農藥多重殘留分析(373項)檢出細項,107,新北市,120.590340066976,24.167390300039
薄荷,雲林縣斗六市店家,雲林縣斗六市引善鹿241號,合格,農藥多重殘留分析(373項)檢出細項陶斯松(Chlorpyrifos)0.07二硫代胺基甲酸鹽類未檢出益達胺(Imidacloprid)0.08,107,新北市,120.5275761,23.6974698
冷藏澳洲榖飼牛腱,新北市汐止區店家,新北市汐止區福德一路310巷7弄1號,合格,氯黴素類抗生素(4項)未檢出乙型受體素類(β-agonist)(21項)未檢出,109,新北市,121.630828539669,25.06366800287
澳洲穀飼牛梅花火鍋片,新北市汐止區店家,新北市汐止區湖前街110巷97弄24號B1-6,合格,氯黴素類抗生素(4項)未檢出乙型受體素類(β-agonist)(21項)未檢出,109,新北市,121.630137141495,25.077815183417
沙朗牛排,新北市汐止區店家,新北市汐止區湖前街110巷97弄24號地下1層之6,合格,氯黴素類抗生素(4項)未檢出乙型受體素類(β-agonist)(21項)未檢出,109,新北市,121.6305159785,25.077116012143
美國肋眼厚牛排,新北市三重區店家,新北市三重區中正北路530巷18號,合格,氯黴素類抗生素(4項)未檢出乙型受體素類(β-agonist)(21項)檢出細項Ractopamine0.003,109,新北市,121.472033886924,25.069475614032
火腿風味三明治,火腿,新北市新莊區幸福路773號,合格,大腸桿菌群陰性大腸桿菌陰性,107,新北市,121.446915083307,25.049022303451
火腿義式磚壓三明治,火腿,新北市新莊區幸福路773號,合格,大腸桿菌陰性大腸桿菌群陰性,107,新北市,121.446915083307,25.049022303451
蘋果卡士達吐司,蘋果,新北市三重區重新路5段654號,合格,大腸桿菌陰性大腸桿菌群陰性,107,新北市,121.467123097492,25.043069685364
鮪魚蛋雙拼三明治,新北市土城區店家,新北市土城區中興路16號,合格,大腸桿菌陰性大腸桿菌群陰性,107,新北市,121.425248965436,24.966089659481
石安牧場蛋沙拉三明治,新北市土城區店家,新北市土城區中興路16號,合格,大腸桿菌陰性大腸桿菌群陰性,107,新北市,121.425248965436,24.966089659481
香雞三明治,新北市汐止區店家,新北市汐止區仁愛路166號1樓,合格,大腸桿菌陰性大腸桿菌群150,107,新北市,121.664283984184,25.065114006896
起司火腿三明治,起司,基隆市中正區武訓街43號,合格,大腸桿菌陰性大腸桿菌群陰性,107,新北市,121.700054175081,25.14587900841
厚切豬排蛋三明治,新竹縣新豐鄉店家,新竹縣新豐鄉中崙村十鄰中崙289-3號,合格,大腸桿菌群陰性大腸桿菌陰性,107,新北市,121.0036465,24.9038636
照燒雞肉三明治,新北市淡水區店家,新北市淡水區中山北路2段183號1樓,合格,大腸桿菌陰性大腸桿菌群陰性,107,新北市,121.444039168509,25.18505438938
經典總匯三明治,經典,新北市淡水區中山北路2段183號1樓,合格,大腸桿菌陰性大腸桿菌群陰性,107,新北市,121.444039168509,25.18505438938
洋芋沙拉(三明治),新北市土城區店家,新北市土城區中興路1段6號,合格,大腸桿菌陰性大腸桿菌群陰性,107,新北市,121.423816737451,24.964576095792
鮪魚蛋雙拼(三明治),新北市土城區店家,新北市土城區中興路1段6號,合格,大腸桿菌陰性大腸桿菌群陰性,107,新北市,121.423816737451,24.964576095792
經典德式香腸三明治,經典,新北市中和區中安街210號,合格,大腸桿菌陰性大腸桿菌群陰性,107,新北市,121.511798976693,24.998875011224
招牌百匯三明治,新北市土城區店家,新北市土城區中興路16號,合格,大腸桿菌群陰性大腸桿菌陰性,107,新北市,121.425248965436,24.966089659481
夏威夷風起司三重奏,新北市土城區店家,新北市土城區中興路16號,合格,大腸桿菌陰性大腸桿菌群陰性,107,新北市,121.425248965436,24.966089659481
熱烤牛肉三明治,新北市蘆洲區店家,新北市蘆洲區信義路165號,合格,大腸桿菌群23大腸桿菌陰性,107,新北市,121.479181387219,25.081884393041
招牌百匯三明治,桃園市中壢區店家,桃園市中壢區自強一路111號,合格,大腸桿菌陰性大腸桿菌群陰性,107,新北市,121.244236138297,24.976757012762
鮪魚蛋雙拼三明治,桃園市中壢區店家,桃園市中壢區自強一路111號,合格,大腸桿菌陰性大腸桿菌群陰性,107,新北市,121.244236138297,24.976757012762
夏威夷風起司三重奏,桃園市中壢區店家,桃園市中壢區自強一路111號,合格,大腸桿菌陰性大腸桿菌群陰性,107,新北市,121.244236138297,24.976757012762
烤黑胡椒三明治,新北市中和區店家,新北市中和區中山路2段381號,合格,大腸桿菌陰性大腸桿菌群陰性,107,新北市,121.487161964871,25.004693015946
烤滿意三明治,新北市中和區店家,新北市中和區中山路2段381號,合格,大腸桿菌群陰性大腸桿菌陰性,107,新北市,121.487161964871,25.004693015946
總匯三明治,新北市新店區店家,新北市新店區安康路3段269號,合格,大腸桿菌陰性大腸桿菌群陰性,107,新北市,121.48640197771,24.951644998487
烤總匯三明治,新北市新店區店家,新北市新店區安康路3段277號,合格,大腸桿菌群陰性大腸桿菌陰性,107,新北市,121.486125039629,24.95154600821
草莓土司,草莓,新北市中和區圓通路290號,合格,大腸桿菌陰性大腸桿菌群240,107,新北市,121.490627714196,24.989472611337
烤煎蛋三明治,新北市板橋區店家,新北市板橋區貴興路104號1樓,合格,大腸桿菌群陰性大腸桿菌陰性,107,新北市,121.455435958437,25.002572017257
起司蛋三明治,起司,新北市板橋區貴興路104號1樓,合格,大腸桿菌群陰性大腸桿菌陰性,107,新北市,121.455435958437,25.002572017257
